Fecha,AÃ±o,Semana,Mes,Numero Mes,datekey
2015-07-09,2015,28,julio,7,20150709
2015-07-10,2015,28,julio,7,20150710
2015-07-11,2015,28,julio,7,20150711
2015-07-12,2015,29,julio,7,20150712
2015-07-13,2015,29,julio,7,20150713
2015-07-14,2015,29,julio,7,20150714
2015-07-15,2015,29,julio,7,20150715
2015-07-16,2015,29,julio,7,20150716
2015-07-17,2015,29,julio,7,20150717
2015-07-18,2015,29,julio,7,20150718
2015-07-19,2015,30,julio,7,20150719
2015-07-20,2015,30,julio,7,20150720
2015-07-21,2015,30,julio,7,20150721
2015-07-22,2015,30,julio,7,20150722
2015-07-23,2015,30,julio,7,20150723
2015-07-24,2015,30,julio,7,20150724
2015-07-25,2015,30,julio,7,20150725
2015-07-26,2015,31,julio,7,20150726
2015-07-27,2015,31,julio,7,20150727
2015-07-28,2015,31,julio,7,20150728
2015-07-29,2015,31,julio,7,20150729
2015-07-30,2015,31,julio,7,20150730
2015-07-31,2015,31,julio,7,20150731
2015-08-01,2015,31,agosto,8,20150801
2015-08-02,2015,32,agosto,8,20150802
2015-08-03,2015,32,agosto,8,20150803
2015-08-04,2015,32,agosto,8,20150804
2015-08-05,2015,32,agosto,8,20150805
2015-08-06,2015,32,agosto,8,20150806
2015-08-07,2015,32,agosto,8,20150807
2015-08-08,2015,32,agosto,8,20150808
2015-08-09,2015,33,agosto,8,20150809
2015-08-10,2015,33,agosto,8,20150810
2015-08-11,2015,33,agosto,8,20150811
2015-08-12,2015,33,agosto,8,20150812
2015-08-13,2015,33,agosto,8,20150813
2015-08-14,2015,33,agosto,8,20150814
2015-08-15,2015,33,agosto,8,20150815
2015-08-16,2015,34,agosto,8,20150816
2015-08-17,2015,34,agosto,8,20150817
2015-08-18,2015,34,agosto,8,20150818
2015-08-19,2015,34,agosto,8,20150819
2015-08-20,2015,34,agosto,8,20150820
2015-08-21,2015,34,agosto,8,20150821
2015-08-22,2015,34,agosto,8,20150822
2015-08-23,2015,35,agosto,8,20150823
2015-08-24,2015,35,agosto,8,20150824
2015-08-25,2015,35,agosto,8,20150825
2015-08-26,2015,35,agosto,8,20150826
2015-08-27,2015,35,agosto,8,20150827
2015-08-28,2015,35,agosto,8,20150828
2015-08-29,2015,35,agosto,8,20150829
2015-08-30,2015,36,agosto,8,20150830
2015-08-31,2015,36,agosto,8,20150831
2015-09-01,2015,36,septiembre,9,20150901
2015-09-02,2015,36,septiembre,9,20150902
2015-09-03,2015,36,septiembre,9,20150903
2015-09-04,2015,36,septiembre,9,20150904
2015-09-05,2015,36,septiembre,9,20150905
2015-09-06,2015,37,septiembre,9,20150906
2015-09-07,2015,37,septiembre,9,20150907
2015-09-08,2015,37,septiembre,9,20150908
2015-09-09,2015,37,septiembre,9,20150909
2015-09-10,2015,37,septiembre,9,20150910
2015-09-11,2015,37,septiembre,9,20150911
2015-09-12,2015,37,septiembre,9,20150912
2015-09-13,2015,38,septiembre,9,20150913
2015-09-14,2015,38,septiembre,9,20150914
2015-09-15,2015,38,septiembre,9,20150915
2015-09-16,2015,38,septiembre,9,20150916
2015-09-17,2015,38,septiembre,9,20150917
2015-09-18,2015,38,septiembre,9,20150918
2015-09-19,2015,38,septiembre,9,20150919
2015-09-20,2015,39,septiembre,9,20150920
2015-09-21,2015,39,septiembre,9,20150921
2015-09-22,2015,39,septiembre,9,20150922
2015-09-23,2015,39,septiembre,9,20150923
2015-09-24,2015,39,septiembre,9,20150924
2015-09-25,2015,39,septiembre,9,20150925
2015-09-26,2015,39,septiembre,9,20150926
2015-09-27,2015,40,septiembre,9,20150927
2015-09-28,2015,40,septiembre,9,20150928
2015-09-29,2015,40,septiembre,9,20150929
2015-09-30,2015,40,septiembre,9,20150930
2015-10-01,2015,40,octubre,10,20151001
2015-10-02,2015,40,octubre,10,20151002
2015-10-03,2015,40,octubre,10,20151003
2015-10-04,2015,41,octubre,10,20151004
2015-10-05,2015,41,octubre,10,20151005
2015-10-06,2015,41,octubre,10,20151006
2015-10-07,2015,41,octubre,10,20151007
2015-10-08,2015,41,octubre,10,20151008
2015-10-09,2015,41,octubre,10,20151009
2015-10-10,2015,41,octubre,10,20151010
2015-10-11,2015,42,octubre,10,20151011
2015-10-12,2015,42,octubre,10,20151012
2015-10-13,2015,42,octubre,10,20151013
2015-10-14,2015,42,octubre,10,20151014
2015-10-15,2015,42,octubre,10,20151015
2015-10-16,2015,42,octubre,10,20151016
2015-10-17,2015,42,octubre,10,20151017
2015-10-18,2015,43,octubre,10,20151018
2015-10-19,2015,43,octubre,10,20151019
2015-10-20,2015,43,octubre,10,20151020
2015-10-21,2015,43,octubre,10,20151021
2015-10-22,2015,43,octubre,10,20151022
2015-10-23,2015,43,octubre,10,20151023
2015-10-24,2015,43,octubre,10,20151024
2015-10-25,2015,44,octubre,10,20151025
2015-10-26,2015,44,octubre,10,20151026
2015-10-27,2015,44,octubre,10,20151027
2015-10-28,2015,44,octubre,10,20151028
2015-10-29,2015,44,octubre,10,20151029
2015-10-30,2015,44,octubre,10,20151030
2015-10-31,2015,44,octubre,10,20151031
2015-11-01,2015,45,noviembre,11,20151101
2015-11-02,2015,45,noviembre,11,20151102
2015-11-03,2015,45,noviembre,11,20151103
2015-11-04,2015,45,noviembre,11,20151104
2015-11-05,2015,45,noviembre,11,20151105
2015-11-06,2015,45,noviembre,11,20151106
2015-11-07,2015,45,noviembre,11,20151107
2015-11-08,2015,46,noviembre,11,20151108
2015-11-09,2015,46,noviembre,11,20151109
2015-11-10,2015,46,noviembre,11,20151110
2015-11-11,2015,46,noviembre,11,20151111
2015-11-12,2015,46,noviembre,11,20151112
2015-11-13,2015,46,noviembre,11,20151113
2015-11-14,2015,46,noviembre,11,20151114
2015-11-15,2015,47,noviembre,11,20151115
2015-11-16,2015,47,noviembre,11,20151116
2015-11-17,2015,47,noviembre,11,20151117
2015-11-18,2015,47,noviembre,11,20151118
2015-11-19,2015,47,noviembre,11,20151119
2015-11-20,2015,47,noviembre,11,20151120
2015-11-21,2015,47,noviembre,11,20151121
2015-11-22,2015,48,noviembre,11,20151122
2015-11-23,2015,48,noviembre,11,20151123
2015-11-24,2015,48,noviembre,11,20151124
2015-11-25,2015,48,noviembre,11,20151125
2015-11-26,2015,48,noviembre,11,20151126
2015-11-27,2015,48,noviembre,11,20151127
2015-11-28,2015,48,noviembre,11,20151128
2015-11-29,2015,49,noviembre,11,20151129
2015-11-30,2015,49,noviembre,11,20151130
2015-12-01,2015,49,diciembre,12,20151201
2015-12-02,2015,49,diciembre,12,20151202
2015-12-03,2015,49,diciembre,12,20151203
2015-12-04,2015,49,diciembre,12,20151204
2015-12-05,2015,49,diciembre,12,20151205
2015-12-06,2015,50,diciembre,12,20151206
2015-12-07,2015,50,diciembre,12,20151207
2015-12-08,2015,50,diciembre,12,20151208
2015-12-09,2015,50,diciembre,12,20151209
2015-12-10,2015,50,diciembre,12,20151210
2015-12-11,2015,50,diciembre,12,20151211
2015-12-12,2015,50,diciembre,12,20151212
2015-12-13,2015,51,diciembre,12,20151213
2015-12-14,2015,51,diciembre,12,20151214
2015-12-15,2015,51,diciembre,12,20151215
2015-12-16,2015,51,diciembre,12,20151216
2015-12-17,2015,51,diciembre,12,20151217
2015-12-18,2015,51,diciembre,12,20151218
2015-12-19,2015,51,diciembre,12,20151219
2015-12-20,2015,52,diciembre,12,20151220
2015-12-21,2015,52,diciembre,12,20151221
2015-12-22,2015,52,diciembre,12,20151222
2015-12-23,2015,52,diciembre,12,20151223
2015-12-24,2015,52,diciembre,12,20151224
2015-12-25,2015,52,diciembre,12,20151225
2015-12-26,2015,52,diciembre,12,20151226
2015-12-27,2015,53,diciembre,12,20151227
2015-12-28,2015,53,diciembre,12,20151228
2015-12-29,2015,53,diciembre,12,20151229
2015-12-30,2015,53,diciembre,12,20151230
2015-12-31,2015,53,diciembre,12,20151231
2017-01-01,2017,1,enero,1,20170101
2017-01-02,2017,1,enero,1,20170102
2017-01-03,2017,1,enero,1,20170103
2017-01-04,2017,1,enero,1,20170104
2017-01-05,2017,1,enero,1,20170105
2017-01-06,2017,1,enero,1,20170106
2017-01-07,2017,1,enero,1,20170107
2017-01-08,2017,2,enero,1,20170108
2017-01-09,2017,2,enero,1,20170109
2017-01-10,2017,2,enero,1,20170110
2017-01-11,2017,2,enero,1,20170111
2017-01-12,2017,2,enero,1,20170112
2017-01-13,2017,2,enero,1,20170113
2017-01-14,2017,2,enero,1,20170114
2017-01-15,2017,3,enero,1,20170115
2017-01-16,2017,3,enero,1,20170116
2017-01-17,2017,3,enero,1,20170117
2017-01-18,2017,3,enero,1,20170118
2017-01-19,2017,3,enero,1,20170119
2017-01-20,2017,3,enero,1,20170120
2017-01-21,2017,3,enero,1,20170121
2017-01-22,2017,4,enero,1,20170122
2017-01-23,2017,4,enero,1,20170123
2017-01-24,2017,4,enero,1,20170124
2017-01-25,2017,4,enero,1,20170125
2017-01-26,2017,4,enero,1,20170126
2017-01-27,2017,4,enero,1,20170127
2017-01-28,2017,4,enero,1,20170128
2017-01-29,2017,5,enero,1,20170129
2017-01-30,2017,5,enero,1,20170130
2017-01-31,2017,5,enero,1,20170131
2017-02-01,2017,5,febrero,2,20170201
2017-02-02,2017,5,febrero,2,20170202
2017-02-03,2017,5,febrero,2,20170203
2017-02-04,2017,5,febrero,2,20170204
2017-02-05,2017,6,febrero,2,20170205
2017-02-06,2017,6,febrero,2,20170206
2017-02-07,2017,6,febrero,2,20170207
2017-02-08,2017,6,febrero,2,20170208
2017-02-09,2017,6,febrero,2,20170209
2017-02-10,2017,6,febrero,2,20170210
2017-02-11,2017,6,febrero,2,20170211
2017-02-12,2017,7,febrero,2,20170212
2017-02-13,2017,7,febrero,2,20170213
2017-02-14,2017,7,febrero,2,20170214
2017-02-15,2017,7,febrero,2,20170215
2017-02-16,2017,7,febrero,2,20170216
2017-02-17,2017,7,febrero,2,20170217
2017-02-18,2017,7,febrero,2,20170218
2017-02-19,2017,8,febrero,2,20170219
2017-02-20,2017,8,febrero,2,20170220
2017-02-21,2017,8,febrero,2,20170221
2017-02-22,2017,8,febrero,2,20170222
2017-02-23,2017,8,febrero,2,20170223
2017-02-24,2017,8,febrero,2,20170224
2017-02-25,2017,8,febrero,2,20170225
2017-02-26,2017,9,febrero,2,20170226
2017-02-27,2017,9,febrero,2,20170227
2017-02-28,2017,9,febrero,2,20170228
2017-03-01,2017,9,marzo,3,20170301
2017-03-02,2017,9,marzo,3,20170302
2017-03-03,2017,9,marzo,3,20170303
2017-03-04,2017,9,marzo,3,20170304
2017-03-05,2017,10,marzo,3,20170305
2017-03-06,2017,10,marzo,3,20170306
2017-03-07,2017,10,marzo,3,20170307
2017-03-08,2017,10,marzo,3,20170308
2017-03-09,2017,10,marzo,3,20170309
2017-03-10,2017,10,marzo,3,20170310
2017-03-11,2017,10,marzo,3,20170311
2017-03-12,2017,11,marzo,3,20170312
2017-03-13,2017,11,marzo,3,20170313
2017-03-14,2017,11,marzo,3,20170314
2017-03-15,2017,11,marzo,3,20170315
2017-03-16,2017,11,marzo,3,20170316
2017-03-17,2017,11,marzo,3,20170317
2017-03-18,2017,11,marzo,3,20170318
2017-03-19,2017,12,marzo,3,20170319
2017-03-20,2017,12,marzo,3,20170320
2017-03-21,2017,12,marzo,3,20170321
2017-03-22,2017,12,marzo,3,20170322
2017-03-23,2017,12,marzo,3,20170323
2017-03-24,2017,12,marzo,3,20170324
2017-03-25,2017,12,marzo,3,20170325
2017-03-26,2017,13,marzo,3,20170326
2017-03-27,2017,13,marzo,3,20170327
2017-03-28,2017,13,marzo,3,20170328
2017-03-29,2017,13,marzo,3,20170329
2017-03-30,2017,13,marzo,3,20170330
2017-03-31,2017,13,marzo,3,20170331
2017-04-01,2017,13,abril,4,20170401
2017-04-02,2017,14,abril,4,20170402
2017-04-03,2017,14,abril,4,20170403
2017-04-04,2017,14,abril,4,20170404
2017-04-05,2017,14,abril,4,20170405
2017-04-06,2017,14,abril,4,20170406
2017-04-07,2017,14,abril,4,20170407
2017-04-08,2017,14,abril,4,20170408
2017-04-09,2017,15,abril,4,20170409
2017-04-10,2017,15,abril,4,20170410
2017-04-11,2017,15,abril,4,20170411
2017-04-12,2017,15,abril,4,20170412
2017-04-13,2017,15,abril,4,20170413
2017-04-14,2017,15,abril,4,20170414
2017-04-15,2017,15,abril,4,20170415
2017-04-16,2017,16,abril,4,20170416
2017-04-17,2017,16,abril,4,20170417
2017-04-18,2017,16,abril,4,20170418
2017-04-19,2017,16,abril,4,20170419
2017-04-20,2017,16,abril,4,20170420
2017-04-21,2017,16,abril,4,20170421
2017-04-22,2017,16,abril,4,20170422
2017-04-23,2017,17,abril,4,20170423
2017-04-24,2017,17,abril,4,20170424
2017-04-25,2017,17,abril,4,20170425
2017-04-26,2017,17,abril,4,20170426
2017-04-27,2017,17,abril,4,20170427
2017-04-28,2017,17,abril,4,20170428
2017-04-29,2017,17,abril,4,20170429
2017-04-30,2017,18,abril,4,20170430
2017-05-01,2017,18,mayo,5,20170501
2017-05-02,2017,18,mayo,5,20170502
2017-05-03,2017,18,mayo,5,20170503
2017-05-04,2017,18,mayo,5,20170504
2017-05-05,2017,18,mayo,5,20170505
2017-05-06,2017,18,mayo,5,20170506
2017-05-07,2017,19,mayo,5,20170507
2017-05-08,2017,19,mayo,5,20170508
2017-05-09,2017,19,mayo,5,20170509
2017-05-10,2017,19,mayo,5,20170510
2017-05-11,2017,19,mayo,5,20170511
2017-05-12,2017,19,mayo,5,20170512
2017-05-13,2017,19,mayo,5,20170513
2017-05-14,2017,20,mayo,5,20170514
2017-05-15,2017,20,mayo,5,20170515
2017-05-16,2017,20,mayo,5,20170516
2017-05-17,2017,20,mayo,5,20170517
2017-05-18,2017,20,mayo,5,20170518
2017-05-19,2017,20,mayo,5,20170519
2017-05-20,2017,20,mayo,5,20170520
2017-05-21,2017,21,mayo,5,20170521
2017-05-22,2017,21,mayo,5,20170522
2017-05-23,2017,21,mayo,5,20170523
2017-05-24,2017,21,mayo,5,20170524
2017-05-25,2017,21,mayo,5,20170525
2017-05-26,2017,21,mayo,5,20170526
2017-05-27,2017,21,mayo,5,20170527
2017-05-28,2017,22,mayo,5,20170528
2017-05-29,2017,22,mayo,5,20170529
2017-05-30,2017,22,mayo,5,20170530
2017-05-31,2017,22,mayo,5,20170531
2017-06-01,2017,22,junio,6,20170601
2017-06-02,2017,22,junio,6,20170602
2017-06-03,2017,22,junio,6,20170603
2017-06-04,2017,23,junio,6,20170604
2017-06-05,2017,23,junio,6,20170605
2017-06-06,2017,23,junio,6,20170606
2017-06-07,2017,23,junio,6,20170607
2017-06-08,2017,23,junio,6,20170608
2017-06-09,2017,23,junio,6,20170609
2017-06-10,2017,23,junio,6,20170610
2017-06-11,2017,24,junio,6,20170611
2017-06-12,2017,24,junio,6,20170612
2017-06-13,2017,24,junio,6,20170613
2017-06-14,2017,24,junio,6,20170614
2017-06-15,2017,24,junio,6,20170615
2017-06-16,2017,24,junio,6,20170616
2017-06-17,2017,24,junio,6,20170617
2017-06-18,2017,25,junio,6,20170618
2017-06-19,2017,25,junio,6,20170619
2017-06-20,2017,25,junio,6,20170620
2017-06-21,2017,25,junio,6,20170621
2017-06-22,2017,25,junio,6,20170622
2017-06-23,2017,25,junio,6,20170623
2017-06-24,2017,25,junio,6,20170624
2017-06-25,2017,26,junio,6,20170625
2017-06-26,2017,26,junio,6,20170626
2017-06-27,2017,26,junio,6,20170627
2017-06-28,2017,26,junio,6,20170628
2017-06-29,2017,26,junio,6,20170629
2017-06-30,2017,26,junio,6,20170630
2017-07-01,2017,26,julio,7,20170701
2017-07-02,2017,27,julio,7,20170702
2017-07-03,2017,27,julio,7,20170703
2017-07-04,2017,27,julio,7,20170704
2017-07-05,2017,27,julio,7,20170705
2017-07-06,2017,27,julio,7,20170706
2017-07-07,2017,27,julio,7,20170707
2017-07-08,2017,27,julio,7,20170708
2017-07-09,2017,28,julio,7,20170709
2017-07-10,2017,28,julio,7,20170710
2017-07-11,2017,28,julio,7,20170711
2017-07-12,2017,28,julio,7,20170712
2017-07-13,2017,28,julio,7,20170713
2017-07-14,2017,28,julio,7,20170714
2017-07-15,2017,28,julio,7,20170715
2017-07-16,2017,29,julio,7,20170716
2017-07-17,2017,29,julio,7,20170717
2017-07-18,2017,29,julio,7,20170718
2017-07-19,2017,29,julio,7,20170719
2017-07-20,2017,29,julio,7,20170720
2017-07-21,2017,29,julio,7,20170721
2017-07-22,2017,29,julio,7,20170722
2017-07-23,2017,30,julio,7,20170723
2017-07-24,2017,30,julio,7,20170724
2017-07-25,2017,30,julio,7,20170725
2017-07-26,2017,30,julio,7,20170726
2017-07-27,2017,30,julio,7,20170727
2017-07-28,2017,30,julio,7,20170728
2017-07-29,2017,30,julio,7,20170729
2017-07-30,2017,31,julio,7,20170730
2017-07-31,2017,31,julio,7,20170731
2017-08-01,2017,31,agosto,8,20170801
2017-08-02,2017,31,agosto,8,20170802
2017-08-03,2017,31,agosto,8,20170803
2017-08-04,2017,31,agosto,8,20170804
2017-08-05,2017,31,agosto,8,20170805
2017-08-06,2017,32,agosto,8,20170806
2017-08-07,2017,32,agosto,8,20170807
2017-08-08,2017,32,agosto,8,20170808
2017-08-09,2017,32,agosto,8,20170809
2017-08-10,2017,32,agosto,8,20170810
2017-08-11,2017,32,agosto,8,20170811
2017-08-12,2017,32,agosto,8,20170812
2017-08-13,2017,33,agosto,8,20170813
2017-08-14,2017,33,agosto,8,20170814
2017-08-15,2017,33,agosto,8,20170815
2017-08-16,2017,33,agosto,8,20170816
2017-08-17,2017,33,agosto,8,20170817
2017-08-18,2017,33,agosto,8,20170818
2017-08-19,2017,33,agosto,8,20170819
2017-08-20,2017,34,agosto,8,20170820
2017-08-21,2017,34,agosto,8,20170821
2017-08-22,2017,34,agosto,8,20170822
2017-08-23,2017,34,agosto,8,20170823
2017-08-24,2017,34,agosto,8,20170824
2017-08-25,2017,34,agosto,8,20170825
2017-08-26,2017,34,agosto,8,20170826
2017-08-27,2017,35,agosto,8,20170827
2017-08-28,2017,35,agosto,8,20170828
2017-08-29,2017,35,agosto,8,20170829
2017-08-30,2017,35,agosto,8,20170830
2017-08-31,2017,35,agosto,8,20170831
2017-09-01,2017,35,septiembre,9,20170901
2017-09-02,2017,35,septiembre,9,20170902
2017-09-03,2017,36,septiembre,9,20170903
2017-09-04,2017,36,septiembre,9,20170904
2017-09-05,2017,36,septiembre,9,20170905
2017-09-06,2017,36,septiembre,9,20170906
2017-09-07,2017,36,septiembre,9,20170907
2017-09-08,2017,36,septiembre,9,20170908
2017-09-09,2017,36,septiembre,9,20170909
2017-09-10,2017,37,septiembre,9,20170910
2017-09-11,2017,37,septiembre,9,20170911
2017-09-12,2017,37,septiembre,9,20170912
2017-09-13,2017,37,septiembre,9,20170913
2017-09-14,2017,37,septiembre,9,20170914
2017-09-15,2017,37,septiembre,9,20170915
2017-09-16,2017,37,septiembre,9,20170916
2017-09-17,2017,38,septiembre,9,20170917
2017-09-18,2017,38,septiembre,9,20170918
2017-09-19,2017,38,septiembre,9,20170919
2017-09-20,2017,38,septiembre,9,20170920
2017-09-21,2017,38,septiembre,9,20170921
2017-09-22,2017,38,septiembre,9,20170922
2017-09-23,2017,38,septiembre,9,20170923
2017-09-24,2017,39,septiembre,9,20170924
2017-09-25,2017,39,septiembre,9,20170925
2017-09-26,2017,39,septiembre,9,20170926
2017-09-27,2017,39,septiembre,9,20170927
2017-09-28,2017,39,septiembre,9,20170928
2017-09-29,2017,39,septiembre,9,20170929
2017-09-30,2017,39,septiembre,9,20170930
2017-10-01,2017,40,octubre,10,20171001
2017-10-02,2017,40,octubre,10,20171002
2017-10-03,2017,40,octubre,10,20171003
2017-10-04,2017,40,octubre,10,20171004
2017-10-05,2017,40,octubre,10,20171005
2017-10-06,2017,40,octubre,10,20171006
2017-10-07,2017,40,octubre,10,20171007
2017-10-08,2017,41,octubre,10,20171008
2017-10-09,2017,41,octubre,10,20171009
2017-10-10,2017,41,octubre,10,20171010
2017-10-11,2017,41,octubre,10,20171011
2017-10-12,2017,41,octubre,10,20171012
2017-10-13,2017,41,octubre,10,20171013
2017-10-14,2017,41,octubre,10,20171014
2017-10-15,2017,42,octubre,10,20171015
2017-10-16,2017,42,octubre,10,20171016
2017-10-17,2017,42,octubre,10,20171017
2017-10-18,2017,42,octubre,10,20171018
2017-10-19,2017,42,octubre,10,20171019
2017-10-20,2017,42,octubre,10,20171020
2017-10-21,2017,42,octubre,10,20171021
2017-10-22,2017,43,octubre,10,20171022
2017-10-23,2017,43,octubre,10,20171023
2017-10-24,2017,43,octubre,10,20171024
2017-10-25,2017,43,octubre,10,20171025
2017-10-26,2017,43,octubre,10,20171026
2017-10-27,2017,43,octubre,10,20171027
2017-10-28,2017,43,octubre,10,20171028
2017-10-29,2017,44,octubre,10,20171029
2017-10-30,2017,44,octubre,10,20171030
2017-10-31,2017,44,octubre,10,20171031
2017-11-01,2017,44,noviembre,11,20171101
2017-11-02,2017,44,noviembre,11,20171102
2017-11-03,2017,44,noviembre,11,20171103
2017-11-04,2017,44,noviembre,11,20171104
2017-11-05,2017,45,noviembre,11,20171105
2017-11-06,2017,45,noviembre,11,20171106
2017-11-07,2017,45,noviembre,11,20171107
2017-11-08,2017,45,noviembre,11,20171108
2017-11-09,2017,45,noviembre,11,20171109
2017-11-10,2017,45,noviembre,11,20171110
2017-11-11,2017,45,noviembre,11,20171111
2017-11-12,2017,46,noviembre,11,20171112
2017-11-13,2017,46,noviembre,11,20171113
2017-11-14,2017,46,noviembre,11,20171114
2017-11-15,2017,46,noviembre,11,20171115
2017-11-16,2017,46,noviembre,11,20171116
2017-11-17,2017,46,noviembre,11,20171117
2017-11-18,2017,46,noviembre,11,20171118
2017-11-19,2017,47,noviembre,11,20171119
2017-11-20,2017,47,noviembre,11,20171120
2017-11-21,2017,47,noviembre,11,20171121
2017-11-22,2017,47,noviembre,11,20171122
2017-11-23,2017,47,noviembre,11,20171123
2017-11-24,2017,47,noviembre,11,20171124
2017-11-25,2017,47,noviembre,11,20171125
2017-11-26,2017,48,noviembre,11,20171126
2017-11-27,2017,48,noviembre,11,20171127
2017-11-28,2017,48,noviembre,11,20171128
2017-11-29,2017,48,noviembre,11,20171129
2017-11-30,2017,48,noviembre,11,20171130
2017-12-01,2017,48,diciembre,12,20171201
2017-12-02,2017,48,diciembre,12,20171202
2017-12-03,2017,49,diciembre,12,20171203
2017-12-04,2017,49,diciembre,12,20171204
2017-12-05,2017,49,diciembre,12,20171205
2017-12-06,2017,49,diciembre,12,20171206
2017-12-07,2017,49,diciembre,12,20171207
2017-12-08,2017,49,diciembre,12,20171208
2017-12-09,2017,49,diciembre,12,20171209
2017-12-10,2017,50,diciembre,12,20171210
2017-12-11,2017,50,diciembre,12,20171211
2017-12-12,2017,50,diciembre,12,20171212
2017-12-13,2017,50,diciembre,12,20171213
2017-12-14,2017,50,diciembre,12,20171214
2017-12-15,2017,50,diciembre,12,20171215
2017-12-16,2017,50,diciembre,12,20171216
2017-12-17,2017,51,diciembre,12,20171217
2017-12-18,2017,51,diciembre,12,20171218
2017-12-19,2017,51,diciembre,12,20171219
2017-12-20,2017,51,diciembre,12,20171220
2017-12-21,2017,51,diciembre,12,20171221
2017-12-22,2017,51,diciembre,12,20171222
2017-12-23,2017,51,diciembre,12,20171223
2017-12-24,2017,52,diciembre,12,20171224
2017-12-25,2017,52,diciembre,12,20171225
2017-12-26,2017,52,diciembre,12,20171226
2017-12-27,2017,52,diciembre,12,20171227
2017-12-28,2017,52,diciembre,12,20171228
2017-12-29,2017,52,diciembre,12,20171229
2017-12-30,2017,52,diciembre,12,20171230
2017-12-31,2017,53,diciembre,12,20171231
